row_id,domain,family,split,text,hard_negative_group,lexical_markers,notes
V3_0980,code,python_syntax,test,"try:
    value = cache['route']
except KeyError:
    value = compute_route()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0981,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Chen(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0982,code,python_syntax,train,"from pathlib import Path

def load_panel(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0983,code,python_syntax,train,"try:
    value = cache['packet']
except KeyError:
    value = compute_packet()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0984,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Alvarez(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0985,code,python_syntax,train,"from pathlib import Path

def load_ticket(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0986,code,python_syntax,train,"try:
    value = cache['sample']
except KeyError:
    value = compute_sample()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0987,code,python_syntax,dev,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Kim(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0988,code,python_syntax,dev,"from pathlib import Path

def load_widget(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0989,code,python_syntax,test,"try:
    value = cache['record']
except KeyError:
    value = compute_record()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0990,code,python_syntax,test,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Brooks(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0991,code,python_syntax,train,"from pathlib import Path

def load_sensor(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0992,code,python_syntax,train,"try:
    value = cache['panel']
except KeyError:
    value = compute_panel()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0993,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Novak(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0994,code,python_syntax,train,"from pathlib import Path

def load_invoice(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0995,code,python_syntax,train,"try:
    value = cache['ticket']
except KeyError:
    value = compute_ticket()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0996,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Ortiz(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0997,code,python_syntax,dev,"from pathlib import Path

def load_module(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0998,code,python_syntax,dev,"try:
    value = cache['widget']
except KeyError:
    value = compute_widget()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_0999,code,python_syntax,test,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Haddad(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1000,code,python_syntax,test,"from pathlib import Path

def load_route(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1001,code,python_syntax,train,"try:
    value = cache['sensor']
except KeyError:
    value = compute_sensor()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1002,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Patel(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1003,code,python_syntax,train,"from pathlib import Path

def load_packet(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1004,code,python_syntax,train,"try:
    value = cache['invoice']
except KeyError:
    value = compute_invoice()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1005,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Shah(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1006,code,python_syntax,train,"from pathlib import Path

def load_sample(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1007,code,python_syntax,dev,"try:
    value = cache['module']
except KeyError:
    value = compute_module()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1008,code,python_syntax,dev,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Rossi(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1009,code,python_syntax,test,"from pathlib import Path

def load_record(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1010,code,python_syntax,test,"try:
    value = cache['route']
except KeyError:
    value = compute_route()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1011,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Chen(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1012,code,python_syntax,train,"from pathlib import Path

def load_panel(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1013,code,python_syntax,train,"try:
    value = cache['packet']
except KeyError:
    value = compute_packet()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1014,code,python_syntax,train,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Alvarez(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1015,code,python_syntax,train,"from pathlib import Path

def load_ticket(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1016,code,python_syntax,train,"try:
    value = cache['sample']
except KeyError:
    value = compute_sample()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1017,code,python_syntax,dev,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Kim(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1018,code,python_syntax,dev,"from pathlib import Path

def load_widget(path: Path) -> list[str]:
    with path.open() as f:
        return [line.strip() for line in f if line.strip()]

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1019,code,python_syntax,test,"try:
    value = cache['record']
except KeyError:
    value = compute_record()
finally:
    metrics.append(value)

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1020,code,python_syntax,test,"pairs = [(k, v) for k, v in payload.items() if isinstance(v, int)]
result = Brooks(pairs).normalize()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",python_syntax_vs_pseudocode,def;lambda;import;with;except;return;colon,syntax/format family; hard negatives describe code in prose
V3_1021,dialogue,quotes_dialogue,train,"""I checked the sensor,"" Maya Chen said. ""It failed again at 2026-01-01.""",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1022,dialogue,quotes_dialogue,train,"Omar Patel: ""Can Santiago ship the panel today?""
Omar: ""Only if the review is signed.""",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1023,dialogue,quotes_dialogue,train,"""Wait,"" whispered Iris Novak, ""the path says `helsinki/packet`, not `packet`.""",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1024,dialogue,quotes_dialogue,train,"""I checked the invoice,"" Diego Alvarez said. ""It failed again at 2026-04-10.""

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1025,dialogue,quotes_dialogue,train,"Priya Shah: ""Can Osaka ship the ticket today?""
Priya: ""Only if the review is signed.""

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1026,dialogue,quotes_dialogue,train,"""Wait,"" whispered Lena Ortiz, ""the path says `cairo/sample`, not `sample`.""

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1027,dialogue,quotes_dialogue,dev,"""I checked the module,"" Noah Kim said. ""It failed again at 2026-07-19.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1028,dialogue,quotes_dialogue,dev,"Ava Rossi: ""Can Lagos ship the widget today?""
Ava: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1029,dialogue,quotes_dialogue,test,"""Wait,"" whispered Samir Haddad, ""the path says `toronto/record`, not `record`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1030,dialogue,quotes_dialogue,test,"""I checked the route,"" Nia Brooks said. ""It failed again at 2026-10-28.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1031,dialogue,quotes_dialogue,train,"Maya Chen: ""Can Berlin ship the sensor today?""
Maya: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1032,dialogue,quotes_dialogue,train,"""Wait,"" whispered Omar Patel, ""the path says `santiago/panel`, not `panel`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1033,dialogue,quotes_dialogue,train,"""I checked the packet,"" Iris Novak said. ""It failed again at 2026-01-09.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1034,dialogue,quotes_dialogue,train,"Diego Alvarez: ""Can Seoul ship the invoice today?""
Diego: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1035,dialogue,quotes_dialogue,train,"""Wait,"" whispered Priya Shah, ""the path says `osaka/ticket`, not `ticket`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1036,dialogue,quotes_dialogue,train,"""I checked the sample,"" Lena Ortiz said. ""It failed again at 2026-04-18.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1037,dialogue,quotes_dialogue,dev,"Noah Kim: ""Can Lisbon ship the module today?""
Noah: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1038,dialogue,quotes_dialogue,dev,"""Wait,"" whispered Ava Rossi, ""the path says `lagos/widget`, not `widget`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1039,dialogue,quotes_dialogue,test,"""I checked the record,"" Samir Haddad said. ""It failed again at 2026-07-27.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1040,dialogue,quotes_dialogue,test,"Nia Brooks: ""Can Nairobi ship the route today?""
Nia: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1041,dialogue,quotes_dialogue,train,"""Wait,"" whispered Maya Chen, ""the path says `berlin/sensor`, not `sensor`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1042,dialogue,quotes_dialogue,train,"""I checked the panel,"" Omar Patel said. ""It failed again at 2026-10-08.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1043,dialogue,quotes_dialogue,train,"Iris Novak: ""Can Helsinki ship the packet today?""
Iris: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1044,dialogue,quotes_dialogue,train,"""Wait,"" whispered Diego Alvarez, ""the path says `seoul/invoice`, not `invoice`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1045,dialogue,quotes_dialogue,train,"""I checked the ticket,"" Priya Shah said. ""It failed again at 2026-01-17.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1046,dialogue,quotes_dialogue,train,"Lena Ortiz: ""Can Cairo ship the sample today?""
Lena: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1047,dialogue,quotes_dialogue,dev,"""Wait,"" whispered Noah Kim, ""the path says `lisbon/module`, not `module`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1048,dialogue,quotes_dialogue,dev,"""I checked the widget,"" Ava Rossi said. ""It failed again at 2026-04-26.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1049,dialogue,quotes_dialogue,test,"Samir Haddad: ""Can Toronto ship the record today?""
Samir: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1050,dialogue,quotes_dialogue,test,"""Wait,"" whispered Nia Brooks, ""the path says `nairobi/route`, not `route`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1051,dialogue,quotes_dialogue,train,"""I checked the sensor,"" Maya Chen said. ""It failed again at 2026-07-07.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1052,dialogue,quotes_dialogue,train,"Omar Patel: ""Can Santiago ship the panel today?""
Omar: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1053,dialogue,quotes_dialogue,train,"""Wait,"" whispered Iris Novak, ""the path says `helsinki/packet`, not `packet`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1054,dialogue,quotes_dialogue,train,"""I checked the invoice,"" Diego Alvarez said. ""It failed again at 2026-10-16.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1055,dialogue,quotes_dialogue,train,"Priya Shah: ""Can Osaka ship the ticket today?""
Priya: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1056,dialogue,quotes_dialogue,train,"""Wait,"" whispered Lena Ortiz, ""the path says `cairo/sample`, not `sample`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1057,dialogue,quotes_dialogue,dev,"""I checked the module,"" Noah Kim said. ""It failed again at 2026-01-25.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1058,dialogue,quotes_dialogue,dev,"Ava Rossi: ""Can Lagos ship the widget today?""
Ava: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1059,dialogue,quotes_dialogue,test,"""Wait,"" whispered Samir Haddad, ""the path says `toronto/record`, not `record`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1060,dialogue,quotes_dialogue,test,"""I checked the route,"" Nia Brooks said. ""It failed again at 2026-04-06.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1061,dialogue,quotes_dialogue,train,"Maya Chen: ""Can Berlin ship the sensor today?""
Maya: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1062,dialogue,quotes_dialogue,train,"""Wait,"" whispered Omar Patel, ""the path says `santiago/panel`, not `panel`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1063,dialogue,quotes_dialogue,train,"""I checked the packet,"" Iris Novak said. ""It failed again at 2026-07-15.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1064,dialogue,quotes_dialogue,train,"Diego Alvarez: ""Can Seoul ship the invoice today?""
Diego: ""Only if the review is signed.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
V3_1065,dialogue,quotes_dialogue,train,"""Wait,"" whispered Priya Shah, ""the path says `osaka/ticket`, not `ticket`.""

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",quotes_dialogue_vs_reported_speech,quotation marks;said;asked;colon dialogue;em dash,syntax/format family; hard negatives paraphrase the same exchange without quotes
